hz,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,Marker
239,-0.0011440246348777077,-0.00010682467699249997,-0.00013665649841434785,-0.0003762432019140672,0.00042562375064155643,4.094189358774537e-05,-0.0006626206820458428,0.00016517856348888623,-0.0004426869991292064,-0.0007493203052782102,-0.0010270826191820168,-0.0008775622165465267,-0.0011395300553307948,-0.0012106396706468233,-0.0013348783759486113,TASK
240,-0.00115045076593028,-0.00011035950833663502,-0.0001325235500825107,-0.00037123228824942773,0.0004246259032793543,3.495952050110184e-05,-0.0006555573599338322,0.00014983175749852708,-0.00044840186852923824,-0.0007602079235609465,-0.0010166318121625668,-0.0008790396390028382,-0.0011438695968546122,-0.0012275699279111108,-0.001342914380674123,TASK
241,-0.0011567979401485942,-0.00011387340658931485,-0.0001283980364407041,-0.0003661909512886054,0.0004230915838314136,2.8362577236090074e-05,-0.0006485990063838308,0.00013419797278657955,-0.00045449701629213544,-0.0007712528271940433,-0.001005666993871727,-0.0008803550558459036,-0.0011479960829236689,-0.0012442287605717922,-0.0013507025941424723,TASK
242,-0.0011630674728990622,-0.0001173638208092386,-0.0001242877953024762,-0.0003611293211143604,0.00042101386161100295,2.1142085829071425e-05,-0.0006417595981914746,0.00011828833887235756,-0.0004609800197205599,-0.000782447797164225,-0.0009942055652142723,-0.000881514338096508,-0.0011519119435076785,-0.001260606842488133,-0.001358243582855826,TASK
243,-0.0011692607236516443,-0.00012082834040418185,-0.00012020077280342138,-0.00035605769052950284,0.00041838604823238643,1.3289581771194791e-05,-0.0006350530540673563,0.00010211421106833874,-0.0004678580709705343,-0.0007937853827830471,-0.0009822657331649556,-0.0008825236086670768,-0.0011556198972120096,-0.0012766952443342924,-0.0013655382225492983,TASK
244,-0.0011753790926348376,-0.00012426470074327093,-0.00011614501437885551,-0.0003509865037444875,0.0004152017012450017,4.797128382578401e-06,-0.0006284932189680463,8.568715719456133e-05,-0.00047513796359324,-0.0008052579119224179,-0.0009698664917180405,-0.0008833892345426692,-0.001159122948801922,-0.001292485445280565,-0.0013725876965860848,TASK
245,-0.0011814240174578055,-0.0001276707884714101,-0.00011212865550817694,-0.00034592634476507346,0.00041145462787886024,-4.342669222390347e-06,-0.0006220938484127282,6.901894419248511e-05,-0.00048282607945592546,-0.0008168575014022179,-0.0009570276017405027,-0.0008841178185778511,-0.001162424386287446,-0.0013079693440495469,-0.0013793934939320429,TASK
246,-0.0011873969697066586,-0.00013104464651614528,-0.00010815991223644848,-0.00034088792549343927,0.0004071388889041183,-1.413665059693894e-05,-0.0006158685928035182,5.21215246569363e-05,-0.0004909283760605154,-0.0008285760675133498,-0.0009437695697506413,-0.0008847161909192843,-0.0011655277775710366,-0.0013231392693311016,-0.0013859574067127355,TASK
247,-0.0011932994515219662,-0.0001343844787777725,-0.00010424707148411043,-0.00033588207355662457,0.0004022488026072023,-2.4591086868980998e-05,-0.0006098309817676821,3.500702330471941e-05,-0.0004994503742781501,-0.0008404053366594181,-0.000930113625645319,-0.0008851914000644413,-0.0011684369666607882,-0.0013379879895409777,-0.001392281527356539,TASK
248,-0.0011991329921644928,-0.0001376886544939901,-0.0001003984811560961,-0.0003309197198765785,0.00039677894888530386,-3.571166811107158e-05,-0.0006039944085400675,1.768772339828009e-05,-0.0005083971465175065,-0.0008523368561003192,-0.0009160816994004633,-0.000885550703567437,-0.0011711560694526487,-0.0013525087219088709,-0.001398368245327858,TASK
249,-0.0012048991445761442,-0.00014095571227094818,-9.662254006199324e-05,-0.00032601188599658265,0.0003907241734604478,-4.750349119060605e-05,-0.000598372114404081,1.760531427608147e-07,-0.0005177733053443436,-0.0008643620047811327,-0.0009016963967708675,-0.0008858015584034796,-0.0011736894690857255,-0.0013666951408827432,-0.0014042202434550776,TASK
250,-0.0012105994819430355,-0.00014418436377309346,-9.292768765923084e-05,-0.00032116967117915674,0.0003840795922137527,-5.9971048117281886e-05,-0.0005929771732096564,-1.751542792547149e-05,-0.0005275829925692886,-0.0008764720042297314,-0.0008869809740167197,-0.0008859516110040267,-0.0011760418108754016,-0.0013805413858372162,-0.0014098404938584297,TASK
251,-0.001216235594267574,-0.00014737349706474463,-8.932239363159762e-05,-0.0003164042392910297,0.0003768405956398892,-7.311821490443404e-05,-0.0005878224759866513,-3.537404254086652e-05,-0.0005378298688204415,-0.000888657929506662,-0.000871959311685605,-0.0008860086869752078,-0.0011782179968296415,-0.0013940420680748713,-0.0014152322534834168,TASK
252,-0.0012218090849562967,-0.00015052217959694674,-8.581514731571475e-05,-0.00031172680549107035,0.0003690028534211124,-8.694824096050751e-05,-0.0005829207156720642,-5.338700928361073e-05,-0.0005485171036168652,-0.0009009107201910518,-0.0008566558874800674,-0.0008859807805126038,-0.0011802231797544947,-0.0014071922771103792,-0.001420399059245916,TASK
253,-0.00122732156743021,-0.00015362966083367995,-8.24144469883947e-05,-0.00030714862273746444,0.0003605623191196279,-0.00010146373902645092,-0.000578284371969546,-7.15414561099488e-05,-0.0005596473659585837,-0.0009132211913863463,-0.0008410957482420618,-0.0008858760435259542,-0.0011820627569554174,-0.0014199875862283885,-0.0014253447227957064,TASK
254,-0.0012327746617642114,-0.0001566953745121396,-7.912878902808341e-05,-0.00030268096813074657,0.00035151523498643054,-0.00011666667567443098,-0.0005739256963595222,-8.98244338207152e-05,-0.0005712228154481469,-0.0009255800447300234,-0.0008253044810868884,-0.0008857027744878377,-0.0011837423635416835,-0.001432424057307233,-0.0014300733249054997,TASK
255,-0.0012381699913620856,-0.00015971894053237712,-7.596665696386301e-05,-0.0002983351291096112,0.0003418581368841015,-0.00013255836238278097,-0.0005698566972782699,-0.00010822292945115986,-0.0005832450939583079,-0.0009379778793914995,-0.0008093081837203869,-0.0008854694070208172,-0.001185267865341743,-0.0014444982449015708,-0.0014345892094931832,TASK
256,-0.0012435091796734765,-0.00016270016647220353,-7.293651042574146e-05,-0.00029412238951672504,0.00033158785932042845,-0.00014913944720161098,-0.0005660891254841282,-0.00012672387956548634,-0.0005957153178597862,-0.0009504052030428075,-0.0007931334339743509,-0.0008851844982379812,-0.001186645351438002,-0.0014562071995781775,-0.0014388969772853024,TASK
257,-0.0012487938469590491,-0.00016563904872388883,-7.004677401018872e-05,-0.0002900540155520349,0.0003207015405890738,-0.0001664099070230301,-0.0005626344596289486,-0.0001453141834398408,-0.0006086340708225172,-0.0009628524427867512,-0.0007768072585962057,-0.0008848567168522246,-0.001187881126330093,-0.0014675484705002364,-0.0014430014791304525,TASK
258,-0.001254025607109974,-0.00016853577324978683,-6.730582607509068e-05,-0.0002861412416313053,0.0003091966280128764,-0.00018436904046939876,-0.0005595038920527561,-0.00016398071611785456,-0.0006220013972031809,-0.0009753099560277311,-0.000760357101330105,-0.000884494831070016,-0.0011889817017362828,-0.0014785201072565633,-0.0014469078089714782,TASK
259,-0.0012592060645276845,-0.00017139071595467163,-6.472198747849743e-05,-0.00028239525616785934,0.00029707088328474046,-0.00020301546141248718,-0.0005567083148194067,-0.00018271034132322174,-0.0006358167960311915,-0.000987768041270471,-0.0007438107903276178,-0.0008841076962857571,-0.0011899537880432339,-0.0014891206609333343,-0.0014506212964860458,TASK
260,-0.001264336811069688,-0.00017420444267319288,-6.230351027571914e-05,-0.00027882718729569116,0.000284322387900431,-0.0002223470931358712,-0.0005542583060108823,-0.00020148992421418815,-0.000650079215604683,-0.001000216948832454,-0.000727196504927148,-0.0008837042425932117,-0.0011908042854149098,-0.0014993491844270221,-0.001454147499405408,TASK
261,-0.001269419423067086,-0.0001769777087714707,-6.005856638948535e-05,-0.00027544808855231085,0.00027094954867696404,-0.00024236116315232386,-0.0005521641162975922,-0.0002203063439652704,-0.0006647870487073802,-0.0010126468914560612,-0.0007105427418422119,-0.0008832934621307974,-0.0011915402745719425,-0.0015092052319983407,-0.0014574921955216673,TASK
262,-0.001274455458419229,-0.0001797114583625448,-5.799523626802269e-05,-0.000272268924539817,0.0002569511033496774,-0.0002630541986873466,-0.0005504356558019281,-0.00023914650616191,-0.0006799381284565654,-0.0010250480548068442,-0.0006938782807995151,-0.0008828843962778638,-0.001192169007253308,-0.0015186888580681665,-0.001460661374394238,TASK
263,-0.0012794464537707658,-0.00018240682313596464,-5.612149754603904e-05,-0.00026930055658285087,0.00024232612624042128,-0.00028442202283941514,-0.0005490824812719635,-0.000257997354994289,-0.0006955297247916666,-0.0010374106078447523,-0.0006772321496687017,-0.0008824861227193431,-0.0011926978963727115,-0.001527800615257498,-0.0014636612287665849,TASK
264,-0.0012843939217761936,-0.00018506512080250905,-5.4445213723694014e-05,-0.00026655372840217234,0.00022707403398872206,-0.0003064597514268378,-0.0005481137835819702,-0.00027684588523693644,-0.0007115585416122843,-0.001049724713055387,-0.0006606335891263494,-0.0008821077423964404,-0.0011931345058825166,-0.0015365415516746593,-0.0014664981457046659,TASK
265,-0.0012892993484566995,-0.00018768785315562077,-5.2974122878731514e-05,-0.0002640390518227004,0.00021119459133718045,-0.0003291617905305408,-0.0005475383755761596,-0.00029567915400132794,-0.0007280207145737638,-0.0010619805365291433,-0.0006441120168975779,-0.0008817583663612709,-0.0011934865403586052,-0.0015449132074540665,-0.001469178697468917,TASK
266,-0.001294164190654007,-0.00019027670375180202,-5.1715826427006014e-05,-0.00026176699253490016,0.00019468791696175894,-0.00035252183474138643,-0.000547364680271639,-0.00031448429224907137,-0.0007449118095476761,-0.0010741682578759885,-0.0006276969916192905,-0.0008814471025535614,-0.001193761834319974,-0.0015529176105519888,-0.0014717096321319068,TASK
267,-0.0012989898735856404,-0.00019283353521285461,-5.0677777946683705e-05,-0.00025974785592845046,0.00017755448933705863,-0.00037653286611997495,-0.0005476007194363604,-0.00033324851605390834,-0.0007622268217538341,-0.0010862780799646681,-0.0006114181763697202,-0.0008811830425177205,-0.001193968341297341,-0.001560557271805848,-0.001474097863954119,TASK
268,-0.0013037777885057857,-0.00019536038615346717,-4.986727208142564e-05,-0.00025799177301712357,0.0001597951526261163,-0.00040118715387623717,-0.0005482541025573966,-0.0003519591376012055,-0.0007799601755697067,-0.0010983002384750713,-0.0005953053019094845,-0.0008809752480787732,-0.0011941141226654668,-0.0015678351792646908,-0.0014763504635306665,TASK
269,-0.001308529290475753,-0.0001978594677382909,-4.929143353785797e-05,-0.0002565086864737895,0.000141411122583707,-0.0004264762547753295,-0.0005493320162145224,-0.0003706035759142029,-0.0007981057250223272,-0.0011102250112533804,-0.0005793881296799317,-0.0008808327379957595,-0.0011942073362542884,-0.0015747547917995687,-0.0014784746477220089,TASK
270,-0.0013132456962477762,-0.00020033315987327284,-4.89572061926194e-05,-0.00025530833679443836,0.0001224039924616106,-0.0004523910142757389,-0.0005508412138736985,-0.00038916936729681273,-0.0008166567549670082,-0.0011220427274597853,-0.0005636964146049298,-0.000880764474611357,-0.0011942562247543808,-0.00158132003200361,-0.0014804777693819683,TASK
271,-0.0013179282822656057,-0.0002027840070366238,-4.887134232424504e-05,-0.00025440024861000195,0.00010277573890379627,-0.00047892156840469136,-0.000552788006114601,-0.00040764417548334105,-0.0008356059829563872,-0.0011337437764993548,-0.0005482598677427606,-0.000880779350516529,-0.0011942691039325973,-0.001587535278392665,-0.001482367306896742,TASK
272,-0.0013225782827851734,-0.00020521471375540775,-4.904039198508082e-05,-0.0002537937171647182,8.252872781896905e-05,-0.0005060573463752805,-0.0005551782513059365,-0.00042601580148608406,-0.0008549455618025334,-0.0011453186167268814,-0.0005331081188350128,-0.0008808861752491214,-0.0011942543506741116,-0.0015934053569184106,-0.001484150853548675,TASK
273,-0.0013271968881182917,-0.00020762813973435328,-4.9470692528346625e-05,-0.0002534977949796213,6.166572021746035e-05,-0.0005337870739489492,-0.0005580173467418081,-0.0004442721931323301,-0.000874667082834023,-0.0011567577839172443,-0.0005182706787997436,-0.0008810936620453167,-0.0011942203908674083,-0.001598935531806868,-0.0014858361067188915,TASK
274,-0.0013317852430021365,-0.00021002729464407216,-5.0168358305368555e-05,-0.0002535212787196134,4.0189877999002215e-05,-0.000562098777546212,-0.0005613102202519083,-0.00046240145428287855,-0.0008947615798490971,-0.0011680518994933104,-0.0005037769022163139,-0.0008814104146628995,-0.0011941756871490445,-0.0016041314957362667,-0.001487430856943073,TASK
275,-0.0013363444450969395,-0.0002124153325764376,-5.113927054787616e-05,-0.00025387269628241284,1.8104769677460995e-05,-0.0005909797891077409,-0.0005650613222978331,-0.000480391853724818,-0.0009152195337651817,-0.001179191678503866,-0.0004896559498495618,-0.0008818449142952606,-0.0011941287265253404,-0.0016089993593691946,-0.0014889429768348223,TASK
276,-0.0013408755436141477,-0.00021479554617549344,-5.2389067450128723e-05,-0.0002545602941274595,-4.585623971754566e-06,-0.0006204167517071533,-0.00056927461856732,-0.0004982318337318542,-0.0009360308779642267,-0.0011901679373447118,-0.0004759367512609956,-0.000882405506595036,-0.0011940880078883348,-0.0016135456402549386,-0.001490380409891249,TASK
277,-0.0013453795380769244,-0.00021717136045276318,-5.392313446546404e-05,-0.00025559202486266305,-2.7876904356323147e-05,-0.0006503956259160604,-0.000573953583077629,-0.0005159100182861721,-0.0009571850043324943,-0.0012009716012165248,-0.0004626479675547551,-0.0008831003888261934,-0.0011940620294436596,-0.0016177772511188648,-0.0014917511591955525,TASK
278,-0.0013498573772146825,-0.0002195463262964219,-5.5746594831684415e-05,-0.00025697553510661624,-5.176424961871777e-05,-0.0006809016969211404,-0.0005791011917987961,-0.0005334152209563138,-0.0009786707699925993,-0.0012115937113137683,-0.00044981795430612114,-0.0008839375971633077,-0.0011940592760681294,-0.0016217014875566133,-0.0014930632760315082,TASK
279,-0.0013543099579930292,-0.000221924113684309,-5.78643003395037e-05,-0.0002587181536436445,-7.62424093103775e-05,-0.0007119195823922057,-0.0005847199168068857,-0.000550736452426291,-0.0010004765047247465,-0.0012220254317393384,-0.00043747472472017404,-0.0008849249941566269,-0.0011940882066150504,-0.0016253260151517662,-0.0014943248484248677,TASK
280,-0.001358738124780217,-0.0002243085046112889,-6.0280822358035766e-05,-0.00026082687988875596,-0.00010130569920402356,-0.0007434332410994268,-0.0005908117209768027,-0.000567862927671676,-0.0010225900190733135,-0.001232258056140276,-0.0004256459130681518,-0.0008860702563813929,-0.0011941572411854253,-0.001628658856036542,-0.0014955439896267944,TASK
281,-0.0013631426686509644,-0.00022670338574194444,-6.300044313108295e-05,-0.0002633083726792493,-0.0001269479962600949,-0.0007754259822770726,-0.000597378053223667,-0.0005847840727790782,-0.001044998613134045,-0.0012422830140604974,-0.0004143587384487987,-0.0008873808622897096,-0.0011942747483833342,-0.001631708374915875,-0.0014967288265545042,TASK
282,-0.001367524326828162,-0.00022911274080012357,-6.60271473577117e-05,-0.00026616893940939836,-0.00015316273376349146,-0.0008078804757303021,-0.0006044198443010548,-0.0006014895314059981,-0.001067689086016327,-0.001252091877006957,-0.0004036399689217523,-0.0008888640802830485,-0.0011944490325738995,-0.00163448326457608,-0.0014978874882043427,TASK
283,-0.0013718837822627819,-0.00023154064270726926,-6.93646140703266e-05,-0.00026941452552426196,-0.00017994289664708405,-0.0008407787626807355,-0.000611937503163918,-0.0006179691708787173,-0.0010906477459741563,-0.0012616763642262973,-0.00039351588605968037,-0.0008905269570232613,-0.00119468832116232,-0.0016369925309000835,-0.00149902809405256,TASK
