hz,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,Marker
350,-0.0016122027732250158,-0.0006139639752306711,-0.0008693550767954823,-0.0012811901933804674,-0.0024777912481953523,-0.002776516414614089,-0.0017858442560410963,-0.000909075760095806,-0.0022869493120349638,-0.0011271164653426867,-0.0016689405011367478,-0.0014850010830980023,-0.0015850527189456376,-0.0017296535458226217,-0.0018210608478282694,TASK
351,-0.0016148162745824998,-0.0006234590214374227,-0.0008834693742541872,-0.001301336769847031,-0.002502718196469723,-0.002781810220461167,-0.0018025725374565071,-0.0009000845057052487,-0.002285934913410858,-0.0011120525419320492,-0.0017121406290548829,-0.001497511564066134,-0.0015955946051630786,-0.0017354146393760875,-0.001830402469879016,TASK
352,-0.001617402281854855,-0.0006329849763454962,-0.000897368054198126,-0.001321312301311257,-0.002526789967428425,-0.0027859662879887778,-0.0018189076792700333,-0.0008907436765165316,-0.0022840967590918703,-0.001096625837399186,-0.001755514128515282,-0.0015099132052860801,-0.001606120241269846,-0.001741322833576241,-0.0018397867664072455,TASK
353,-0.001619961585870067,-0.0006425337961948248,-0.0009110379080926251,-0.0013411009875516071,-0.0025499824376202388,-0.002788977229104461,-0.0018348357008819629,-0.0008810575648083527,-0.0022814338889226237,-0.0010808395421750853,-0.001799025330116345,-0.0015221943400009572,-0.001616618528273653,-0.0017473711575279704,-0.0018492051857762547,TASK
354,-0.0016224950294714698,-0.0006520972259752711,-0.0009244658750140549,-0.0013606871574571666,-0.002572271892877648,-0.002790836622745922,-0.0018503429986238603,-0.0008710305544762213,-0.0022779461553940326,-0.0010646969543085132,-0.0018426383179820413,-0.0015343433755807213,-0.0016270782678530237,-0.0017535522270647969,-0.0018586490027105388,TASK
355,-0.001625003506611366,-0.000661666808092777,-0.0009376390573950403,-0.001380055287155097,-0.0025936350562073694,-0.002791539027213668,-0.0018654163616376711,-0.0008606671191173007,-0.0022736342296040277,-0.0010482014792554798,-0.001886316971535362,-0.0015463488101164387,-0.0016374881772479198,-0.001759858255726894,-0.001868109328450217,TASK
356,-0.0016274879612888198,-0.0006712338914294363,-0.0009505447366695955,-0.0013991900180244537,-0.0026140491156878332,-0.00279107999160259,-0.0018800429873415709,-0.0008499718202808709,-0.0022684996063566058,-0.0010313566298116184,-0.0019300250076277141,-0.0015581992489824325,-0.0016478369043519676,-0.0017662810664112916,-0.001877577121125015,TASK
357,-0.0016299493863317152,-0.0006807896407869232,-0.0009631703887982802,-0.0014180761745733025,-0.002633491752339856,-0.0027894560663147268,-0.001894210496462668,-0.00083894930588471,-0.002262544608388208,-0.0010141660261865177,-0.0019737260229726735,-0.0015698834213431125,-0.0016581130429860445,-0.0017728121036778852,-0.0018870431963347652,TASK
358,-0.0016323888220234218,-0.0006903250467020983,-0.0009755036996534602,-0.0014366987821561143,-0.002651941167936283,-0.002786664812636277,-0.0019079069476171577,-0.0008276043087970424,-0.00225577238971141,-0.0009966333962185664,-0.0020173835368318613,-0.0015813901965812738,-0.0016683051483327323,-0.0017794424466937959,-0.0018964982379228636,TASK
359,-0.0016348073545747678,-0.000699830935622976,-0.0009875325802448836,-0.001455043084508582,-0.0026693761127157883,-0.0027827048113628085,-0.0019211208514187245,-0.000815941645583351,-0.0022481869380667745,-0.000978762575728096,-0.0020609610339003552,-0.0015927086006246195,-0.0016784017525106778,-0.0017861628227977275,-0.0019059328089290925,TASK
360,-0.0016372061144422283,-0.0007092979804326483,-0.0009992451817658035,-0.0014730945610770534,-0.0026857759129656814,-0.0027775756704575363,-0.0019338411840967538,-0.0008039662154167294,-0.0022397930764747323,-0.000960557509006533,-0.002104422007338608,-0.001603827832147276,-0.0016883913802677303,-0.0017929636216648644,-0.0019153373627078059,TASK
361,-0.0016395862744935938,-0.0007187167113081512,-0.001010629910440053,-0.0014908389441200614,-0.002701120498438095,-0.0027712780317284197,-0.0019460574006063193,-0.000791682999150071,-0.0022305964638803266,-0.0009420222494385642,-0.0021477300018975356,-0.0016147372786231241,-0.0016982625647713498,-0.001799834910052014,-0.0019247022541974365,TASK
362,-0.0016419490480226303,-0.0007280775269006768,-0.0010216754421505793,-0.0015082622355594769,-0.0027153904295636553,-0.0027638135765108342,-0.001957759447212353,-0.0007790970585478223,-0.0022206035948845937,-0.000923160960253828,-0.0021908486570832286,-0.0016254265322078255,-0.0017080038634746065,-0.0018067664471016851,-0.0019340177513269032,TASK
363,-0.0016442956866145725,-0.0007373707058230167,-0.0010323707368301276,-0.001525350723559191,-0.002728566924426349,-0.0027551850303435027,-0.001968937773531197,-0.0007662135356746421,-0.0022098217985574153,-0.0009039779154043803,-0.002233741750307482,-0.0016358854054265653,-0.0017176038740358253,-0.001813747700182968,-0.0019432740465444942,TASK
364,-0.0016466274778645516,-0.0007465864184295385,-0.0010427050525949517,-0.001542090998809389,-0.0027406318854631263,-0.002745396166626339,-0.001979583344012951,-0.0007530376524377123,-0.0021982592363276312,-0.0008844775005634924,-0.0022763732399702927,-0.001646103946644644,-0.001727051250269782,-0.0018207678612461725,-0.0019524612684545045,TASK
365,-0.0016489457429513196,-0.0007557147388734911,-0.0010526679596026514,-0.0015584699704947525,-0.0027515679258514987,-0.002734451809249966,-0.0019896876488490825,-0.0007395747102791367,-0.002185924898947245,-0.0008646642142411109,-0.002318707308420381,-0.0016560724552982244,-0.0017363347181081653,-0.001827815863667378,-0.001961569493546874,TASK
366,-0.0016512518340690138,-0.0007647456574259473,-0.001062249353615456,-0.0015744748819253587,-0.0027613583955482944,-0.002722357834187515,-0.001999242714290028,-0.0007258300900142634,-0.002172828602527577,-0.0008445426690106648,-0.002360708404739841,-0.0016657814968627732,-0.0017454430915469247,-0.0018348803995582273,-0.001970588758004874,TASK
367,-0.0016535471317198512,-0.0007736690930401995,-0.0010714394692505741,-0.001590093325809213,-0.0027699874069425827,-0.0027091211700405356,-0.00200824111235825,-0.0007118092518114166,-0.0021589809836462565,-0.0008241175928416845,-0.0024023412872990835,-0.0016752219175369338,-0.0017543652885580038,-0.0018419499375155546,-0.0019795090695758034,TASK
368,-0.0016558330418710468,-0.0007824749061449654,-0.001080228892899494,-0.0016053132591459002,-0.002777439860085756,-0.0026947497975318173,-0.002016675969943044,-0.0006975177353080089,-0.0021443934935249653,-0.0008033938305321128,-0.0024435710660284105,-0.0016843848586198494,-0.0017630903469429047,-0.0018490127407846957,-0.001988320419489672,TASK
369,-0.0016581109929794291,-0.0007911529116493203,-0.0010886085752984363,-0.001620123017721058,-0.0027837014674616848,-0.0026792527479389313,-0.0020245409772638406,-0.0006829611598576799,-0.0021290783912789103,-0.0007823763452338062,-0.002484363244352805,-0.0016932617705602677,-0.0017716074401054964,-0.0018560568858096466,-0.0019970127944105858,TASK
370,-0.0016603824328875476,-0.0007996928921418925,-0.001096569843732517,-0.0016345113301819978,-0.002788758778260035,-0.00266264010046355,-0.002031830395689573,-0.0006681452249025614,-0.002113048736240034,-0.0007610702200644816,-0.00252468376073676,-0.001701844426656055,-0.0017799058927214732,-0.001863070281142575,-0.00200557618840576,TASK
371,-0.001662648825595347,-0.0008080846112664131,-0.001104104413856529,-0.0016484673316750497,-0.002792599202115782,-0.0026449229785325424,-0.002038539064902418,-0.0006530757104644684,-0.002096318379357048,-0.0007394806597987686,-0.002564499029786376,-0.0017101249363831357,-0.0017879751962818916,-0.0018700406866845845,-0.002014000614916812,TASK
372,-0.0016649116479116404,-0.0008163178272553959,-0.001111204401115628,-0.0016619805770258388,-0.0027952110322782137,-0.00262611354502801,-0.0020446624093948752,-0.0006377584777483761,-0.0020789019536763933,-0.0007176129926307499,-0.002603775982856385,-0.0017180957583332445,-0.0017958050244882926,-0.0018769557332290532,-0.002022276118718175,TASK
373,-0.001667172385990057,-0.0008243823066033634,-0.00111786233174965,-0.001675041053444139,-0.0027965834681728855,-0.0026062249964445747,-0.0020501964442899727,-0.0006221994698511678,-0.0020608148639092915,-0.0006954726720000878,-0.002642482108110216,-0.0017257497127403016,-0.0018033852484769727,-0.0018838029422783304,-0.00203039278784742,TASK
374,-0.0016694325317541518,-0.0008322678378607062,-0.0011240711533651792,-0.0016876391927354937,-0.0027967066373202655,-0.002585271555973335,-0.002055137780475105,-0.0006064047125682855,-0.0020420732750911453,-0.0006730652784733862,-0.002680585489981825,-0.0017330799935756707,-0.0018107059518501513,-0.0018905697461040986,-0.002038340765492249,TASK
375,-0.0016716935792168417,-0.0008399642455290225,-0.0011298242450599727,-0.001699765883002308,-0.0027955716165750577,-0.002563268465513001,-0.0020594836290408463,-0.000590380315290559,-0.0020226941003405295,-0.0006503965216720885,-0.0027180548479886317,-0.001740080180193036,-0.001817757445491848,-0.0018972435080212447,-0.002046110261819128,TASK
376,-0.001673957020699377,-0.0008474614040384487,-0.0011351154270848097,-0.0017114124798178088,-0.0027931704526506524,-0.002540231976609914,-0.0020632318050167976,-0.0005741324719831507,-0.002002694987726088,-0.0006274722422381366,-0.0027548595748455576,-0.0017467442485041423,-0.0018245302821465624,-0.0019038115428446764,-0.0020536915657284258,TASK
377,-0.0016762243429554184,-0.0008547492517873382,-0.0011399389700283218,-0.001722570816856712,-0.0027894961818935218,-0.002516179340329822,-0.002066380730397442,-0.0005576674622382533,-0.0019820943062507385,-0.0006042984138279491,-0.0027909697738310053,-0.0017530665816671619,-0.0018310152707389847,-0.0019102611374981946,-0.002061075056521186,TASK
378,-0.0016784970232059187,-0.000861817805224374,-0.0011442896035109165,-0.0017332332159671995,-0.0027845428492728253,-0.002491128796065333,-0.0020689294364517148,-0.0005409916523928554,-0.0019609111309635305,-0.0005808811451253621,-0.0028263562953563413,-0.0017590419802700386,-0.001837203490413291,-0.0019165795717441486,-0.0020682512154626418,TASK
379,-0.0016807765250908139,-0.000868657172953063,-0.0011481625243743821,-0.0017433924966693917,-0.0027783055265510623,-0.002465099559284251,-0.002070877565310874,-0.0005241114967026217,-0.0019391652272106145,-0.0005572266818636938,-0.0028609907726914194,-0.00176466567199171,-0.0018430863042707677,-0.0019227541390024138,-0.002075210637227822,TASK
380,-0.0016830642945436214,-0.0008752575698383813,-0.0011515534043543849,-0.0017530419850661672,-0.002770780329602214,-0.0024381118082250327,-0.0020722253708300394,-0.0005070335385626779,-0.0019168770340377552,-0.0005333414088469541,-0.0028948456567995866,-0.0017699333207247653,-0.001848655372784906,-0.001928772167226922,-0.0020819440412146784,TASK
381,-0.0016853617555953513,-0.0008816093310952508,-0.0011544583972235985,-0.0017621755221529044,-0.0027619644348443563,-0.0024101866695468866,-0.0020729737187197284,-0.0004897644117658085,-0.0018940676467578458,-0.0005092318519599558,-0.0029278942502366265,-0.0017748410351436947,-0.0018539026668733924,-0.0019346210398078706,-0.0020884422827103575,TASK
382,-0.0016876703061142273,-0.0008877029263383875,-0.0011568741453938346,-0.0017707874715133978,-0.002751856094754518,-0.0023813462029430603,-0.002073124085944472,-0.00047231084178841164,-0.0018707587986978884,-0.00048490468015696816,-0.0029601107400691723,-0.0017793853767035651,-0.0018588204806067998,-0.0019402882164675417,-0.0020946963638964547,TASK
383,-0.0016899913134879757,-0.0008935289735730515,-0.0011587977859661269,-0.0017788727263899516,-0.002740454652434248,-0.002351613384727113,-0.002072678559386496,-0.00045467964709427957,-0.0018469728421408736,-0.0004603667074182256,-0.002991470229769265,-0.001783563367054663,-0.0018634014435342035,-0.0019457612541176252,-0.002100697444679259,TASK
384,-0.0016923261102555457,-0.0008990782531061433,-0.0011602269562183657,-0.001786426716116376,-0.002727760555195134,-0.0023210120904030877,-0.002071639833773336,-0.00043687774044613356,-0.001822732728478987,-0.00043562489466363985,-0.0030219487700428854,-0.0017873724948593115,-0.0018676385326063557,-0.0019510278276458652,-0.002106436853331275,TASK
385,-0.0016946759896953076,-0.0009043417213571382,-0.0011611597985207358,-0.0017934454119034279,-0.0027137753671344113,-0.0022895670762316245,-0.0020700112088690996,-0.0004189121302146895,-0.0017980619875955371,-0.0004106863516127634,-0.003051523388551576,-0.0017908107219978494,-0.0018715250836775122,-0.0019560757505998894,-0.002111906096930497,TASK
386,-0.0016970422013769218,-0.0009093105245483151,-0.001161594964669843,-0.001799925331966939,-0.0026985017806716548,-0.00225730395980522,-0.0020677965859300326,-0.0004007899216747953,-0.0017729847064939077,-0.0003855583385800382,-0.0030801721184875166,-0.0017938764891514626,-0.0018750548025675026,-0.0019608929957360983,-0.0021170968715841596,TASK
387,-0.0016994259466842224,-0.0009139760122538577,-0.0011615316196331232,-0.0018058635459897363,-0.002681943627018498,-0.0022242491996469754,-0.002065000463425828,-0.00038251831827821063,-0.0017475255071928318,-0.00036024826819424293,-0.003107874025963811,-0.0017965687207503887,-0.0018782217756661349,-0.0019654677154016553,-0.00212200107242415,TASK
388,-0.0017018283743165442,-0.0009183297507874211,-0.0011609694446957867,-0.0018112576789092586,-0.0026641058855543624,-0.002190430073848261,-0.0020616279320290884,-0.0003641046228923309,-0.001721709523908122,-0.00033476370703097356,-0.0031346092361831273,-0.0017988868292767536,-0.001881020480062575,-0.001969788261717666,-0.0021266108033612327,TASK
389,-0.0017042505757760879,-0.000922363536407948,-0.0011599086400032742,-0.001816105914023549,-0.002644994692082135,-0.0021558746577618787,-0.0020576846688762224,-0.00034555623899423067,-0.0016955623795419578,-0.00030911237714696584,-0.0031603589583492774,-0.0018008307189121431,-0.0018834457931829049,-0.0019738432065319897,-0.002130918386585909,TASK
390,-0.0017066935808489904,-0.0009260694083235712,-0.0011583499264929233,-0.0018204069954092267,-0.002624617345938922,-0.002120611800768402,-0.0020531769311038697,-0.00032688067180920873,-0.0016691101615016464,-0.00028330215750503704,-0.003185105509287837,-0.0018024007885208393,-0.001885493001919654,-0.001977621361110196,-0.0021349163718037576,TASK
391,-0.0017091583530878538,-0.0009294396614737064,-0.0011562945472092267,-0.0018241602296457796,-0.002602982315938097,-0.0020846711021344205,-0.002048111548665952,-0.000308085529383119,-0.0016423793968706733,-0.0002573410852784266,-0.003208832335743451,-0.0018035979339604794,-0.0018871578112377354,-0.0019811117955336054,-0.002138597545193734,TASK
392,-0.0017116457853036046,-0.000932466859069567,-0.0011537442679978604,-0.0018273654868415205,-0.0025800992451200395,-0.0020480828859825453,-0.002042495916437216,-0.0002891785235776226,-0.0016153970269556495,-0.00023123735702335274,-0.0032315240353230495,-0.0018044235497127821,-0.0018884363522418226,-0.0019843038577736353,-0.0021419549380779475,TASK
393,-0.0017141566950745813,-0.0009351438448736205,-0.001150701377574357,-0.001830023200957208,-0.0025559789542901872,-0.0020108781753940905,-0.0020363379856100554,-0.0002701674709776256,-0.0015881903812336095,-0.0002049993297085892,-0.0032531663760558514,-0.0018048795298278258,-0.0018893251896909158,-0.001987187192412047,-0.002144981835292141,TASK
394,-0.0017166918202808292,-0.0009374637551987204,-0.0011471686869640862,-0.001832134369424481,-0.0025306334443243564,-0.001973088665666306,-0.002029646254392334,-0.00025106029370013723,-0.001560787150724874,-0.00017863552159108186,-0.0032737463145426754,-0.001804968268176296,-0.0018898213289464906,-0.001989751758977165,-0.0021476717832462078,TASK
395,-0.001719251814671613,-0.0009394200306079688,-0.0011431495283109488,-0.0018337005520568765,-0.0025040758972224865,-0.0019347466967472087,-0.0020224297580146446,-0.00023186502009385046,-0.0015332153608174546,-0.00015215461292651666,-0.0032932520126688486,-0.0018046926580049787,-0.0018899222223413821,-0.001991987849866575,-0.0021500185976646756,TASK
396,-0.0017218372434742182,-0.0009410064272966929,-0.0011386477530529735,-0.0018347238692522656,-0.0024763206758934425,-0.0018958852248719335,-0.0020146980580564595,-0.00021258978531883287,-0.0015055033435697291,-0.00012556544650405292,-0.0033116728528566662,-0.0018040560907917115,-0.00188962577495724,-0.001993886107827339,-0.0021516005576905084,TASK
397,-0.001724448579052068,-0.0009422170281382244,-0.0011336677294637647,-0.0018352069994863678,-0.002447383322654781,-0.0018565377934255797,-0.0020064612311014025,-0.00019324283179584264,-0.0014776797095188015,-9.887702799448762e-05,-0.0033289994518352433,-0.0018030624543969261,-0.0018889303497991723,-0.0019954375429653516,-0.0021524630196618714,TASK
398,-0.0017270861966202783,-0.0009430462533755638,-0.00112821433955956,-0.0018351531760978756,-0.0024172805564329366,-0.0018167385030584968,-0.0019977298567326867,-0.00017383250951484683,-0.0014497733190226535,-7.209852610127131e-05,-0.003345223672907302,-0.001801716130509833,-0.0018878347723569814,-0.001996633549256039,-0.00215264802158763,TASK
399,-0.0017297503700266816,-0.0009434888709414609,-0.001122292975372405,-0.001834566183366728,-0.0023860302686506247,-0.0017765219810808998,-0.00198851500488068,-0.0001543672761925623,-0.0014218132531648492,-4.523927250404437e-05,-0.00336033863669439,-0.0018000219913882406,-0.001886338334543125,-0.0019974659205292677,-0.0021521949542541614,TASK
400,-0.0017324412676063957,-0.0009435400063897923,-0.0011159095345907658,-0.0018334503518878077,-0.0023536515177898787,-0.0017359233501645418,-0.0019788282225352907,-0.00013485569726891288,-0.0013938287842511646,-1.830876158455527e-05,-0.003374338730343817,-0.00179798539589196,-0.0018844407979984347,-0.0019979268659020477,-0.0021511415241555953,TASK
401,-0.0017351589481179527,-0.0009431951524216188,-0.0011090704155696887,-0.0018318105532434468,-0.0023201645226205315,-0.0016949781963802352,-0.001968681519836769,-0.00011530644573256796,-0.0013658493459281285,8.683350075011295e-06,-0.003387219615182545,-0.0017956121848106811,-0.0018821423967573562,-0.001998009024633283,-0.0021495246218363635,TASK
402,-0.0017379033567689402,-0.0009424501779897827,-0.001101782511713392,-0.001829652193978793,-0.002285590654085686,-0.0016537225366007188,-0.001958087355559214,-9.572830176590567e-05,-0.0013379045029539738,3.572724443087348e-05,-0.003398978232805155,-0.0017929086754881476,-0.0018794438392653848,-0.001997705480375664,-0.002147380945626002,TASK
403,-0.0017406743213391161,-0.0009413013369664287,-0.0010940532052339854,-0.0018269812088852317,-0.0022499524258371272,-0.0016121927852992984,-0.00194705862200194,-7.613015219999348e-05,-0.0013100239206531093,6.281294296306764e-05,-0.003409612809584986,-0.0017898816557454548,-0.0018763463097421725,-0.0019970097748006066,-0.002144747368482713,TASK
404,-0.0017434715484088079,-0.0009397452763582953,-0.0010858903602907796,-0.0018238040535977361,-0.002213273483415381,-0.0015704257207754902,-0.0019356086293046183,-5.652098977043207e-05,-0.001282237334085625,8.993030791653602e-05,-0.003419122859599475,-0.0017865383771071962,-0.0018728514688846959,-0.0019959159205728896,-0.0021416610992712358,TASK
405,-0.0017462946197003932,-0.0009377790440552759,-0.0010773023155154855,-0.0018201276965130848,-0.00217557859207069,-0.0015284584508396745,-0.0019237510892027689,-3.6909912165223246e-05,-0.0012545745169638917,0.00011706904380656582,-0.0034275091859627058,-0.0017828865473351954,-0.0018689614539057083,-0.001994418413652709,-0.0021381597065494315,TASK
406,-0.0017491429885405142,-0.0009354000960982599,-0.0010682978759293008,-0.001815959610036644,-0.0021368936232228778,-0.0014863283779895204,-0.0019115000982410626,-1.730612085605967e-05,-0.0012270652503486826,0.0001442186991970052,-0.003434773880560193,-0.0017789343222754704,-0.0018646788779036242,-0.0019925122449036196,-0.002134281065263635,TASK
407,-0.0017520159764505966,-0.0009326063034528584,-0.001058886304258778,-0.0018113077611663963,-0.002097245539559759,-0.0014440731641116853,-0.0018988701204624826,2.281080295167895e-06,-0.001199739291157682,0.00017136866875931299,-0.0034409203221828803,-0.0017746902970250658,-0.00186000682856086,-0.0019901929109858805,-0.00213006326998457,TASK
408,-0.001754912769873137,-0.0009293959582763274,-0.001049077311658036,-0.00180618060142368,-0.0020566623787753894,-0.0014017306947429666,-0.0018858759695921502,2.184228666253377e-05,-0.0011726263405195869,0.00019850819562000892,-0.0034459531730593627,-0.0017701634964263182,-0.0018549488661685778,-0.0019874564245157276,-0.0021255445412438744,TASK
409,-0.00175783241704105,-0.0009257677796655182,-0.0010388810478457258,-0.0018005870561410473,-0.002015173235951283,-0.001359339042925734,-0.001872532790735268,4.1367994722481954e-05,-0.0011457560120073417,0.00022562637400380843,-0.0034498783737873786,-0.0017653633648970607,-0.001849509020976681,-0.0019842993234720236,-0.0021207631381090263,TASK
410,-0.0017607738249972478,-0.0009217209188744716,-0.001028308090665885,-0.0017945365131184557,-0.0019728082445853575,-0.0013169364326931566,-0.0018588560416093686,6.08486041675663e-05,-0.0011191577997843344,0.00025271215217921453,-0.0034527031366675728,-0.0017602997556062459,-0.0018436917898688426,-0.0019807186798329207,-0.0021157572812997693,TASK
411,-0.0017637357567714894,-0.0009172549639908721,-0.0010173694350825927,-0.0017880388106598607,-0.0019295985562751607,-0.0012745612022202401,-0.0018448614733315798,8.027442027430253e-05,-0.0010928610466976198,0.0002797543357129276,-0.0034544359374446203,-0.001754982919005335,-0.0018375021323632711,-0.001976712107426107,-0.002110565086300163,TASK
412,-0.0017667168287213136,-0.0009123699440613114,-0.0010060764816190633,-0.0017811042250031198,-0.0018855763190636734,-0.0012322517666773004,-0.0018305651107822847,9.963565653143365e-05,-0.0010668949123524927,0.0003067415910389306,-0.003455086505462751,-0.0017494234907268031,-0.0018309454659408363,-0.0019722777689774713,-0.0021052245039077004,TASK
413,-0.0017697155080437462,-0.0009070663326560448,-0.0009944410242525795,-0.0017737434571569273,-0.0018407746544577526,-0.0011900465808230385,-0.0018159832325671942,0.0001189224375345169,-0.001041288341202869,0.0003336624493477014,-0.0034546658122447766,-0.001743632478861941,-0.0018240276607031215,-0.0019674143823440104,-0.00209977326534822,TASK
414,-0.001772730110464255,-0.0009013450508646243,-0.0009824752377773777,-0.001765967619159327,-0.0017952276331310428,-0.0011479841013747874,-0.0018011323506003268,0.00013812480215224555,-0.0010160700306920869,0.00036050531080037774,-0.003453186058505674,-0.0017376212506311,-0.0018167550333639062,-0.0019621212259180575,-0.0020942488295930765,TASK
415,-0.0017757587981091917,-0.0008952074697145714,-0.0009701916646483099,-0.0017577882197730714,-0.0017489702493249464,-0.00110610274919402,-0.001786029189331021,0.00015723270696946386,-0.0009912683994788788,0.00038725844907232265,-0.003450660659613836,-0.0017314015184603812,-0.0018091343405785072,-0.0019563981431910686,-0.0020886883312734913,TASK
416,-0.0017787995775678405,-0.0008886554120060153,-0.0009576032013188292,-0.0017492171496339868,-0.0017020383939630338,-0.0010644408713255582,-0.001770690664638477,0.00017623603001135904,-0.0009669115557832703,0.00041391001622989305,-0.003447104229514999,-0.001724985325479643,-0.00180117277161631,-0.0019502455464663906,-0.0020831285282877712,TASK
417,-0.001781850298149851,-0.0008816911535559884,-0.0009447230840875107,-0.0017402666658691323,-0.0016544688264960117,-0.0010230367029293367,-0.001755133862418066,0.00019512457475280012,-0.0009430272658872314,0.000440448047943734,-0.0034425325631359228,-0.0017183850304575926,-0.0017928779403828402,-0.0019436644197116546,-0.0020776057487174888,TASK
418,-0.0017849086503436882,-0.0008743174238468783,-0.0009315648744680104,-0.0017309493762023447,-0.0016062991454961599,-0.0009819283291438406,-0.001739376016883833,0.00021388807441627888,-0.0009196429228249071,0.0004668604690413181,-0.0034369626172867217,-0.0017116132921905257,-0.001784257876798517,-0.001936656320542736,-0.002072155836994179,TASK
419,-0.0017879721644814559,-0.000866537406074322,-0.0009181424440980227,-0.0017212782225655156,-0.0015575677580218943,-0.0009411536469206786,-0.0017234344886122173,0.00023251619656138272,-0.0008967855152971466,0.000493135099400899,-0.003430412490082821,-0.0017046830533621422,-0.0017753210175422893,-0.0019292233813323861,-0.0020668140994250387,TASK
420,-0.0017910382096151594,-0.0008583547365906734,-0.0009044699592034271,-0.0017112664642345227,-0.0015083138477748727,-0.0009007503268699433,-0.001707326742352415,0.0002509985479681935,-0.0008744815968450224,0.0005192596601884718,-0.003422901398909297,-0.001697607523892655,-0.0017660761961691403,-0.0019213683094379851,-0.0020616152492463975,TASK
421,-0.0017941039926093155,-0.0008497735037409491,-0.0008905618646344598,-0.0017009276605095532,-0.0014585773420737217,-0.0008607557751562557,-0.0016910703246291207,0.0002693246798164406,-0.0008527572553168691,0.0005452217804386612,-0.003414449656952278,-0.0016904001637962046,-0.0017565326326114692,-0.0019130943865441324,-0.0020565933513734024,TASK
422,-0.0017971665574543837,-0.0008407982460890475,-0.0008764328674913375,-0.0016902756529601078,-0.00140839887767037,-0.0008212070954855266,-0.0016746828411637919,0.00028748409316169924,-0.0008316380826632286,0.0005710090039799827,-0.0034050786483240027,-0.0016830746655663459,-0.0017466999220751634,-0.001904405467117048,-0.0020517817669872622,TASK
423,-0.0018002227848053815,-0.0008314339500328162,-0.0008620979203573554,-0.0016793245472556577,-0.0013578197654364015,-0.0007821410512225749,-0.001658181934140875,0.00030546624470931824,-0.0008111491450938582,0.0005966087967041295,-0.0033948108018098284,-0.0016756449361101547,-0.0017365880233420996,-0.001895305975969119,-0.0020472130980687996,TASK
424,-0.0018032693917496311,-0.000821686046807438,-0.0008475722041580516,-0.0016680886946035035,-0.0013068819539488268,-0.0007435940276798358,-0.001641585259345728,0.0003232605528862235,-0.0007913149536307365,0.0006220085541785083,-0.003383669563267421,-0.0016681250782521607,-0.0017262072464916964,-0.0018858009049331926,-0.0020429191319589046,TASK
425,-0.0018063029318073258,-0.000811560408877416,-0.0008328711106655808,-0.001656582672815996,-0.0012556279920060772,-0.0007056019946174142,-0.0016249104632012421,0.0003408564042100947,-0.0007721594350907159,0.0006471956096003823,-0.003371679366709985,-0.0016605293718300958,-0.0017155682400549896,-0.0018758958086475316,-0.0020389307860067805,TASK
426,-0.0018093197951683476,-0.0008010633457183079,-0.0008180102246679524,-0.0016448212670298152,-0.0012041009901068644,-0.0006682004689947234,-0.0016081751597303952,0.0003582431599548914,-0.0007537059035311453,0.0006721572420906041,-0.0033588656041072034,-0.001652872254405037,-0.0017046819776155345,-0.0018655967994537228,-0.0020352780523553724,TASK
427,-0.001812316209168354,-0.0007902015989902189,-0.0008030053058233193,-0.0016328194501005029,-0.0011523445809260248,-0.0006314244780138785,-0.0015913969074720963,0.0003754101631110419,-0.0007359770321914339,0.0006968806853239928,-0.003345254593939219,-0.0016451683016092335,-0.0016935597438723035,-0.0018549105414110416,-0.0020319899429075408,TASK
428,-0.001815288239006927,-0.0007789823371059045,-0.0007878722702199649,-0.0016205923626960192,-0.0011004028788231487,-0.0005953085224949526,-0.0015745931863780267,0.00039234674563802443,-0.0007189948259631386,0.0007213531364930021,-0.0033308735485405912,-0.0016374322071554877,-0.0016822131201805473,-0.0018438442434322243,-0.0020290944345151343,TASK
429,-0.0018182317887101896,-0.0007674131491971979,-0.0007726271716630917,-0.0016081552931135187,-0.0010483204384212662,-0.0005598865406229963,-0.0015577813747180672,0.00040904223600646684,-0.000702780594420698,0.0007455617656005132,-0.0033157505402728153,-0.0016296787625325866,-0.0016706539695873822,-0.0018324056515468042,-0.002026618414433498,TASK
430,-0.001821142602339996,-0.0007555020384843314,-0.000757286182709985,-0.0015955236568439563,-0.0009961422122944908,-0.000525191872106585,-0.0015409787260222212,0.0004254859670262503,-0.0006873549254445158,0.0007694937250769724,-0.003299914466565522,-0.0016219228364117997,-0.0016588944213796536,-0.0018206030402995548,-0.002024587626085055,TASK
431,-0.0018240162654514398,-0.0007432574150535664,-0.000741865575475475,-0.0015827129759096268,-0.0009439135078048691,-0.0004912572227874273,-0.0015242023460868765,0.0004416672839565516,-0.000672737659467529,0.0007931361597164836,-0.0032833950138679634,-0.0016141793537900488,-0.0016469468551623952,-0.0018084452032928443,-0.002023026615176959,TASK
432,-0.001826848206800099,-0.0007306880880493996,-0.000726381702230083,-0.0015697388580000614,-0.0008916799431302755,-0.0004581146297402024,-0.001507469170073349,0.0004575755528930187,-0.0006589478643759119,0.0008164762169257144,-0.003266222620553883,-0.0016064632748958028,-0.0016348238844869222,-0.0017959414428830314,-0.0020219586762185876,TASK
